Title,Price,nom immobilier,nom quartier,espace en m²,nombre de pièces,nb de chambres,nb salle de bain,Vue_sur_mer,Vue_sur_les_montagnes,Etat,Cheminee,Standing,Chauffage_central,Meuble,Piscine,Cuisine_equipee,Climatisation,Terrasse,Jardin,Annees,Garage
Hergla,370000 TND,Immobilier Hergla,,122 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,Yes,Yes,Yes,,Yes,1-5 ans,Yes
Hergla,166000 TND,Immobilier Hergla,,80 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,,Bon état,,,,,,Yes,,Yes,,1-5 ans,
Aouina à La Marsa,235000 TND,Immobilier La Marsa,Aouina,70 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Nouvelle Medina à Nouvelle Medina,Prix à consulter,Immobilier Nouvelle Medina,Nouvelle Medina,105 						m² ,, 1 Pièce , 2 Chambres ,,,Bon état,,,Yes,,,,Yes,,,,Yes
Montfleury à Tunis,110000 TND,Immobilier Tunis,Montfleury,55 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,,,,,,,,,
Djerba à Djerba,1200000 TND,Immobilier Djerba,Djerba,200 						m² , 4 Pièces , 4 Chambres , 2 Salles de bains ,,,Bon état,,,,,,,,Yes,Yes,,
Sidi Rezig à Mégrine,Prix à consulter,Immobilier Mégrine,Sidi Rezig,80 						m² ,, 1 Pièce , 2 Chambres ,,,Bon état,,,,,,,,Yes,,,Yes
Cité Ennasr 2 à Ariana Ville,600000 TND,Immobilier Ariana Ville,Cité Ennasr 2,212 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Cité Ennasr 2 à Ariana Ville,890000 TND,Immobilier Ariana Ville,Cité Ennasr 2,288 						m² , 5 Pièces , 4 Chambres , 5 Salles de bains ,,,Bon état,,,Yes,,,Yes,,Yes,,1-5 ans,Yes
Cité Les Pins à La Marsa,790000 TND,Immobilier La Marsa,Cité Les Pins,200 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,,,,,,
Centre Urbain Nord à Cité El Khadra,649000 TND,Immobilier Cité El Khadra,Centre Urbain Nord,160 						m² , 5 Pièces , 4 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,,,5-10 ans,Yes
Cité Ennasr 2 à Ariana Ville,269000 TND,Immobilier Ariana Ville,Cité Ennasr 2,87 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,,Yes,,10-20 ans,Yes
Kélibia,Prix à consulter,Immobilier Kélibia,,94 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,,,,,Yes
Kélibia,Prix à consulter,Immobilier Kélibia,,81 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Nouveau,,Haut standing,,,,Yes,,Yes,,,Yes
Kélibia,Prix à consulter,Immobilier Kélibia,,86 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,Yes,,
Kélibia,Prix à consulter,Immobilier Kélibia,,76 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,,,
Kélibia,Prix à consulter,Immobilier Kélibia,,73 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,,,
Kélibia,Prix à consulter,Immobilier Kélibia,,100 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,,,,,Yes
Kélibia,Prix à consulter,Immobilier Kélibia,,82 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Nouveau,,Haut standing,,,,Yes,,,,,Yes
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction , Livraison: 						septembre 2026,,,,,,,,,,,,,,
Kélibia,Prix à consulter,Immobilier Kélibia,,114 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,Yes,,
Hergla,Prix à consulter,Immobilier Hergla,,109 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,,Nouveau,,,Yes,Yes,,Yes,Yes,Yes,,Moins d'un an,
Hergla,185000 TND,Immobilier Hergla,,112 						m² ,, 1 Pièce , 2 Chambres ,Yes,,Bon état,,,,,,Yes,Yes,Yes,,10-20 ans,
Hergla,165000 TND,Immobilier Hergla,,51 						m² ,, 1 Pièce , 1 Chambre ,Yes,,Bon état,,,,Yes,,Yes,Yes,Yes,,5-10 ans,Yes
Rades Foret à Rades,180000 TND,Immobilier Rades,Rades Foret,150 						m² , 4 Pièces , 4 Chambres , 1 Salle de bain ,,Yes,Bon état,,,Yes,,,,Yes,Yes,,20-30 ans,Yes
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,119 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,121 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,70 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,Yes
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,150 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,Yes
Cité el Ghazela à Raoued,547000 TND,Immobilier Raoued,Cité el Ghazela,165 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
Aouina à La Marsa,Prix à consulter,Immobilier La Marsa,Aouina,162 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,Yes
Aouina à La Marsa,Prix à consulter,Immobilier La Marsa,Aouina,131 						m² ,, 3 Chambres , 2 Salles de bains ,,,,,Haut standing,,,,,,,,,Yes
Sousse Jaouhara à Sousse Jaouhara,225000 TND,Immobilier Sousse Jaouhara,Sousse Jaouhara,78 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,Yes
El Kantaoui à Hammam Sousse,530680 TND,Immobilier Hammam Sousse,El Kantaoui,127 						m² , 3 Pièces , 127 						m² , 3 Pièces,Yes,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,
Aouina à La Marsa,270000 TND,Immobilier La Marsa,Aouina,120 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Bon état,,,,,,Yes,,Yes,,10-20 ans,
Les Berges Du Lac 2 à La Marsa,Prix à consulter,Immobilier La Marsa,Les Berges Du Lac 2,315 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,1-5 ans,Yes
Les Berges Du Lac 1 à La Marsa,285000 TND,Immobilier La Marsa,Les Berges Du Lac 1,85 						m² ,, 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,,Yes,,,10-20 ans,Yes
Aouina à La Marsa,Prix à consulter,Immobilier La Marsa,Aouina,180 						m² , 4 Pièces , 4 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,,Yes,,5-10 ans,Yes
Ain Zaghouan Nord à La Marsa,Prix à consulter,Immobilier La Marsa,Ain Zaghouan Nord,180 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Les Jardins de Carthage à Le Kram,450000 TND,Immobilier Le Kram,Les Jardins de Carthage,133 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,1-5 ans,Yes
Bab Bhar à Tunis,280000 TND,Immobilier Tunis,Bab Bhar,160 						m² , 5 Pièces , 4 Chambres , 2 Salles de bains ,,,Bon état,,,,,,,,,,,
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,89 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,Moins d'un an,Yes
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,115 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
Hedi Chaker à Tunis,200000 TND,Immobilier Tunis,Hedi Chaker,90 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,,,,,,,,,
Hergla,330000 TND,Immobilier Hergla,,138 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Nouveau,,,Yes,,,Yes,Yes,Yes,,1-5 ans,Yes
Hergla,Prix à consulter,Immobilier Hergla,,120 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,,Nouveau,,,Yes,Yes,,Yes,Yes,Yes,,Moins d'un an,
Kélibia,Prix à consulter,Immobilier Kélibia,,77 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,Yes,,Yes
Kélibia,Prix à consulter,Immobilier Kélibia,,102 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,,,,Yes,Yes,Yes,Yes,,
Les Jardins de Carthage à Le Kram,533600 TND,Immobilier Le Kram,Les Jardins de Carthage,92 						m² ,, 1 Pièce , 92 						m² ,,,Nouveau,,,,,,,,,,Moins d'un an,Yes
Les Jardins de Carthage à Le Kram,748200 TND,Immobilier Le Kram,Les Jardins de Carthage,121 						m² , 3 Pièces , 2 Chambres , 121 						m² ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,672800 TND,Immobilier Le Kram,Les Jardins de Carthage,116 						m² , 3 Pièces , 116 						m² , 3 Pièces,,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,,,
Les Jardins de Carthage à Le Kram,533600 TND,Immobilier Le Kram,Les Jardins de Carthage,92 						m² , 3 Pièces , 92 						m² , 3 Pièces,,,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Les Jardins de Carthage à Le Kram,672800 TND,Immobilier Le Kram,Les Jardins de Carthage,116 						m² , 3 Pièces , 116 						m² , 3 Pièces,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction,,,,,,,,,,,,,,,
Les Jardins de Carthage à Le Kram,533600 TND,Immobilier Le Kram,Les Jardins de Carthage,92 						m² , 3 Pièces , 92 						m² , 3 Pièces,,,Nouveau,,,Yes,Yes,,Yes,Yes,Yes,,Moins d'un an,Yes
Sousse Jaouhara à Sousse Jaouhara,277000 TND,Immobilier Sousse Jaouhara,Sousse Jaouhara,96 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,Yes,,Yes,Yes,,,,Yes
Hammamet Nord à Hammamet,360000 TND,Immobilier Hammamet,Hammamet Nord,220 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,,,,,,Yes,,,Yes
Cité el Ghazela à Raoued,461000 TND,Immobilier Raoued,Cité el Ghazela,139 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,Yes,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,123 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,Yes
Aouina à La Marsa,Prix à consulter,Immobilier La Marsa,Aouina,64 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,Yes
Sahline,138000 TND,Immobilier Sahline,,107 						m² ,, 107 						m²,,,,,,,,,,,,,,,
Zone Touristique à Monastir Ville,115000 TND,Immobilier Monastir Ville,Zone Touristique,70 						m² ,, 70 						m²,,,,,,,,,,,,,,,
Cité el Ghazela à Raoued,235507 TND,Immobilier Raoued,Cité el Ghazela,71 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Cité el Ghazela à Raoued,Prix à consulter,Immobilier Raoued,Cité el Ghazela,89 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Cité el Ghazela à Raoued,Prix à consulter,Immobilier Raoued,Cité el Ghazela,200 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Cité el Ghazela à Raoued,349890 TND,Immobilier Raoued,Cité el Ghazela,107 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Cité El Wafa à Nabeul,487000 TND,Immobilier Nabeul,Cité El Wafa,155 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,Yes,Yes,Nouveau,,,Yes,,,Yes,Yes,Yes,,5-10 ans,Yes
Cité el Ghazela à Raoued,406000 TND,Immobilier Raoued,Cité el Ghazela,123 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
La Soukra à La Soukra,439000 TND,Immobilier La Soukra,La Soukra,108 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Gammarth à La Marsa,Prix à consulter,Immobilier La Marsa,Gammarth,162 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,Yes,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Hergla,190696 TND,Immobilier Hergla,,62 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,
Hergla,154000 TND,Immobilier Hergla,,41 						m² ,, 1 Pièce , 1 Chambre ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Hergla,235000 TND,Immobilier Hergla,,110 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,Yes,,,Yes,Yes,Yes,,5-10 ans,Yes
Hergla,400000 TND,Immobilier Hergla,,143 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,Yes,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Hergla,165000 TND,Immobilier Hergla,,77 						m² ,, 1 Pièce , 1 Chambre ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,5-10 ans,
Hergla,165000 TND,Immobilier Hergla,,68 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Bon état,,,,,,Yes,,Yes,,5-10 ans,
Hergla,126000 TND,Immobilier Hergla,,30 						m² ,, 1 Pièce , 1 Chambre ,,,Nouveau,,,Yes,,,,Yes,Yes,,Moins d'un an,
Hergla,170000 TND,Immobilier Hergla,,65 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,5-10 ans,Yes
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,110 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
Ariana Ville,270000 TND,Immobilier Ariana Ville,,134 						m² ,, 134 						m²,,,,,,,Yes,,,,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,748200 TND,Immobilier Le Kram,Les Jardins de Carthage,129 						m² , 3 Pièces , 129 						m² , 3 Pièces,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,748200 TND,Immobilier Le Kram,Les Jardins de Carthage,121 						m² , 3 Pièces , 2 Chambres , 121 						m² ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
El Menzah 9 à El Menzah,Prix à consulter,Immobilier El Menzah,El Menzah 9,195 						m² , 5 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,
El Menzah 9 à El Menzah,Prix à consulter,Immobilier El Menzah,El Menzah 9,117 						m² , 5 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,
El Menzah 9 à El Menzah,Prix à consulter,Immobilier El Menzah,El Menzah 9,140 						m² , 4 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,
El Menzah 9 à El Menzah,Prix à consulter,Immobilier El Menzah,El Menzah 9,195 						m² , 2 Pièces , 3 Chambres , 4 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,
Les Jardins de Carthage à Le Kram,709000 TND,Immobilier Le Kram,Les Jardins de Carthage,129 						m² , 3 Pièces , 129 						m² , 3 Pièces,,,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,,
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction , Livraison: 						décembre 2024,,,,,,,,,,,,,,
El Menzah 9 à El Menzah,Prix à consulter,Immobilier El Menzah,El Menzah 9,72 						m² , 4 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,
Khezama Ouest,210000 TND,Immobilier Khezama Ouest,,106 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,10-20 ans,Yes
La Soukra à La Soukra,435000 TND,Immobilier La Soukra,La Soukra,102 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Aouina à La Marsa,287000 TND,Immobilier La Marsa,Aouina,92 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,,,,,Moins d'un an,
Gammarth à La Marsa,Prix à consulter,Immobilier La Marsa,Gammarth,175 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,Yes,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
La Soukra à La Soukra,300000 TND,Immobilier La Soukra,La Soukra,78 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,Yes
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,122 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,Yes
Hammamet à Hammamet,290000 TND,Immobilier Hammamet,Hammamet,112 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,Yes,,,Yes,Yes,,Yes
Hammamet à Hammamet,460000 TND,Immobilier Hammamet,Hammamet,120 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,,Yes,,,Yes
Hammamet Sud à Hammamet,270000 TND,Immobilier Hammamet,Hammamet Sud,78 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes
Bab El Khadra à Tunis,250000 TND,Immobilier Tunis,Bab El Khadra,100 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,,,1-5 ans,
Cité el Ghazela à Raoued,449000 TND,Immobilier Raoued,Cité el Ghazela,136 						m² , 5 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,176 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,,Yes
El Kantaoui à Hammam Sousse,298230 TND,Immobilier Hammam Sousse,El Kantaoui,67 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Nouveau,,Haut standing,Yes,,Yes,Yes,Yes,,Yes,,
La Manouba à La Manouba,190000 TND,Immobilier La Manouba,La Manouba,84 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,,,Yes,,,Yes
Sousse Jaouhara à Sousse Jaouhara,305000 TND,Immobilier Sousse Jaouhara,Sousse Jaouhara,106 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Hammamet Nord à Hammamet,350000 TND,Immobilier Hammamet,Hammamet Nord,103 						m² ,, 103 						m²,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes
La Marsa,280000 TND,Immobilier La Marsa,,120 						m² ,, 120 						m²,,,,,,,Yes,,,,,,,,
Ennasr,385000 TND,Immobilier Ennasr,,156 						m² ,, 156 						m²,,,,,,,,,,,,Yes,,,Yes
La Marsa à La Marsa,1900000 TND,Immobilier La Marsa,La Marsa,544 						m² ,, 544 						m²,,,,,,,Yes,Yes,,,Yes,Yes,,,
Ain Zaghouan Nord à La Marsa,460000 TND,Immobilier La Marsa,Ain Zaghouan Nord,127 						m² , 6 Pièces , 4 Chambres , 1 Salle de bain ,,,Bon état,,,,,,,,Yes,,Moins d'un an,Yes
Les Jardins de Carthage à Le Kram,650000 TND,Immobilier Le Kram,Les Jardins de Carthage,130 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Aouina à La Marsa,375000 TND,Immobilier La Marsa,Aouina,131 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,5-10 ans,
Sousse Corniche,980000 TND,Immobilier Sousse Corniche,,177 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,Yes,,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Hammamet à Hammamet,550000 TND,Immobilier Hammamet,Hammamet,220 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,Yes,Nouveau,Yes,,Yes,,,Yes,Yes,Yes,,,
Hammamet Sud à Hammamet,280000 TND,Immobilier Hammamet,Hammamet Sud,95 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,,Yes
Chotrana 2 à La Soukra,Prix à consulter,Immobilier La Soukra,Chotrana 2,162 						m² , 6 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes
Chotrana 2 à La Soukra,411224 TND,Immobilier La Soukra,Chotrana 2,111 						m² , 5 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes
Chotrana 2 à La Soukra,287175 TND,Immobilier La Soukra,Chotrana 2,69 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes
Chotrana 2 à La Soukra,467461 TND,Immobilier La Soukra,Chotrana 2,117 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
Chotrana 2 à La Soukra,457492 TND,Immobilier La Soukra,Chotrana 2,113 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
Chotrana 2 à La Soukra,405784 TND,Immobilier La Soukra,Chotrana 2,97 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
Chotrana 2 à La Soukra,372066 TND,Immobilier La Soukra,Chotrana 2,92 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction,,,,,,,,,,,,,,,
Chotrana 2 à La Soukra,616310 TND,Immobilier La Soukra,Chotrana 2,148 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
Sousse Jaouhara à Sousse Jaouhara,348000 TND,Immobilier Sousse Jaouhara,Sousse Jaouhara,121 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Boumhel Bassatine,205000 TND,Immobilier Boumhel Bassatine,,119 						m² ,, 119 						m²,,,,,,,,,,,,Yes,,,
Cité Bou Mhel à Boumhel Bassatine,370000 TND,Immobilier Boumhel Bassatine,Cité Bou Mhel,156 						m² ,, 156 						m²,,,,,,,Yes,,,,,Yes,,,Yes
Cité Bou Mhel à Boumhel Bassatine,300000 TND,Immobilier Boumhel Bassatine,Cité Bou Mhel,83 						m² ,, 83 						m²,,,,,,,Yes,,,,,Yes,,,
Les Jardins de Carthage à Le Kram,760000 TND,Immobilier Le Kram,Les Jardins de Carthage,190 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Bon état,,,,,,,,Yes,,,Yes
Les Jardins de Carthage à Le Kram,520000 TND,Immobilier Le Kram,Les Jardins de Carthage,162 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,10-20 ans,Yes
La Marsa à La Marsa,140000 TND,Immobilier La Marsa,La Marsa,75 						m² ,, 75 						m²,,,,,,,,,,,,Yes,,,
Sousse Jaouhara à Sousse Jaouhara,282000 TND,Immobilier Sousse Jaouhara,Sousse Jaouhara,98 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,Yes
La Goulette à La Goulette,360000 TND,Immobilier La Goulette,La Goulette,135 						m² ,, 135 						m²,,,,,,,Yes,,,,,Yes,,,
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,109 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Aouina à La Marsa,310000 TND,Immobilier La Marsa,Aouina,168 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,,,Yes,,10-20 ans,
